"recall_interval","don","inapp","lowhb_new","p_don","p_inapp","p_lowhb_new"
12,"2560 (2462, 2671)","134 (105, 161)","34 (23, 44)","93.8 (92.6, 95)","4.9 (3.8, 5.9)","1.2 (0.9, 1.6)"
