"don","inapp","lowhb","highhb","lowhb_new","p_don","p_inapp","p_lowhb","p_highhb","p_lowhb_new"
"2595.5 (2504.3, 2681.8)","150.6 (118.5, 186.1)","57 (39.9, 73.5)","0 (0, 0)","57 (39.9, 73.5)","92.6 (90.8, 94.1)","5.4 (4.3, 6.6)","2 (1.4, 2.7)","0 (0, 0)","2 (1.4, 2.7)"
