"recall_interval","don","inapp","lowhb_new","p_don","p_inapp","p_lowhb_new"
16,"1741 (1660, 1815)","152 (130, 174)","64 (47, 82)","89 (87.3, 90.5)","7.8 (6.6, 9)","3.3 (2.4, 4.1)"
