"don","inapp","lowhb","highhb","lowhb_new","p_don","p_inapp","p_lowhb","p_highhb","p_lowhb_new"
"1746.4 (1673.8, 1821.8)","157.8 (130, 181.5)","96 (76.9, 116.5)","0 (0, 0)","96 (76.9, 116.5)","87.3 (85.5, 89.2)","7.9 (6.5, 9.1)","4.8 (3.8, 5.8)","0 (0, 0)","4.8 (3.8, 5.8)"
